Partner,Dependents,tenure,ContractType,PaperlessBilling,MonthlyCharges,TotalCharges,SeniorCitizenCat,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,PaymentMethod_Bank transfer,PaymentMethod_Credit card,PaymentMethod_Mailed check
0,0,1,1,1,49.97954968920633,49.97954968920633,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,45.25644637311824,88.48260430766081,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,16,1,1,84.95,1378.25,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,61,0,1,110.32126980963343,6881.863386831835,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,2,1,1,69.6,131.65,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,6,1,0,89.3,577.6,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,0,74.36956429738402,308.0351372860944,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,87.99020423654697,163.8991275145281,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,40,1,0,101.56637631476693,4100.120208662266,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0,1,1,1,50.06026447314851,50.06026447314851,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,0,47,1,1,108.35096057189025,5124.5539703292325,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0
0,0,1,1,1,20.199607900741164,20.199607900741164,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,29,1,1,30.6,856.35,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,0,54,0,1,107.4879741053822,5919.180952130908,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,5,1,1,90.4346519406514,503.569197149677,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,5,1,1,75.55,349.65,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0
0,0,49,1,0,91.82650609589409,4508.81441381064,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,45.6,45.6,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,22,1,0,97.24355238717446,2162.2917008653644,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,3,1,1,49.60156680431853,200.2444297776378,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,1,70.42229184156659,70.42229184156659,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
0,0,15,1,0,89.85,1424.95,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,27,0,0,93.77890506588474,2520.609502577319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,3,1,0,88.50632661002527,255.5974205764864,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
1,0,59,0,0,96.00474178553188,5630.972888454043,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
1,0,50,1,1,95.05,4888.7,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,3,1,1,97.33603124761436,292.51335937301195,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1,0,40,1,1,97.1,3706.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,10,1,1,89.5,863.1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,74.44778909159665,74.44778909159665,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,96.33220314977964,293.10878929137823,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,55,0,1,99.46525551786605,5474.8695439008725,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,1,1,1,75.53107430763924,75.53107430763924,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,48,0,1,97.15681514336906,4722.988513090971,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,38,1,1,57.15,2250.65,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0
0,0,5,1,1,96.25,512.45,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,2,1,0,89.02241632880092,162.03898728606754,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
1,0,48,1,1,87.99918746949174,4121.387355852616,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,4,1,1,79.15,317.25,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,70.75,154.85,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,7,1,0,74.07813462616217,524.7215794333514,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,45.7,45.7,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,43,1,0,55.55,2342.2,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
0,0,1,1,1,19.348347711408973,19.348347711408973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0,44.7,44.7,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
1,0,23,1,1,95.98828270286387,2261.310574811922,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,53,1,1,97.18534666534345,5141.8430713840635,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,15,1,0,73.24323206092821,1147.7357599725137,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,39,1,1,94.96030834331992,3640.8370833427543,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,12,1,1,106.7,1253.9,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,2,1,1,47.37888154456307,93.30752684854014,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
0,0,1,1,0,91.7,91.7,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0
0,0,7,1,1,74.5808619544625,522.98055483862,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
1,0,29,1,0,94.57549821368931,2650.8262901919907,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,56,0,1,111.95,6418.9,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
0,0,1,1,1,89.97522818543769,89.97522818543769,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,10,1,0,86.45,830.85,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,24,1,1,90.36152937174438,2281.6668804847454,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,4,1,1,76.72731988406424,319.8151907109908,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,63,0,0,55.81154145782564,3543.8991176052455,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,7,1,1,88.2469157942289,677.1223260296061,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
0,0,38,1,1,84.25,3264.5,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0
0,0,13,1,1,23.9,300.8,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,6,1,0,48.78657288268434,267.98435461680333,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0,13,1,0,83.432613232477,1128.197021371251,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,2,1,0,52.88090209802456,114.4574348004648,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,0,1,1,0,25.05,25.05,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,4,1,0,22.793712000536,104.99624269103275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,19.4,19.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,28,1,1,80.37662642446067,2265.48841623845,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
0,0,1,1,0,24.6,24.6,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,1,76.13079026909703,301.99572022319995,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,80.2,80.2,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1
0,0,2,1,1,93.85,196.75,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,89.12572051501704,89.12572051501704,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,34,1,1,69.38848471742446,2351.410588598162,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,1,1,1,74.39971410299155,74.39971410299155,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,40,1,0,60.011947930670544,2343.6549830208705,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1,0,59,1,1,106.75,6252.9,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,13,0,0,106.01228861318424,1349.909731203197,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,5,1,0,96.5,492.55,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0
0,0,6,1,1,45.889448687504384,262.47245324814924,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,1,1,1,101.43074760957496,101.43074760957496,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
0,0,28,1,1,92.1868752222958,2722.766921901407,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,51,1,1,102.16444777304945,5122.634156165941,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,1,69.30035721827645,69.30035721827645,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,30,1,1,98.96127823684648,3046.4346331406937,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,49,1,0,90.05,4547.25,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
0,0,9,1,0,56.33179935582745,532.2941492703078,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
0,0,8,1,1,69.99593688361517,553.8214990141395,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,47,0,1,104.38881787660195,4880.017085720083,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,1,50,0,0,63.59004326901139,3049.6523309910062,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
0,0,38,1,1,83.00465164336097,3256.9415985879236,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,0,80.16484664472067,80.16484664472067,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,69.83604120915541,69.83604120915541,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,70.75,70.75,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
1,0,58,0,1,105.3915290225637,6205.715846288434,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
0,0,20,1,1,87.53564152054271,1821.961259640721,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,56,0,0,96.52806132938254,5442.859250655152,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
0,0,2,1,1,50.61893483734696,105.73018541912947,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,1,1,1,0,20.047821202158953,20.047821202158953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,35,1,1,105.81904069411333,3651.0811704661446,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,4,1,0,44.84221614810915,175.7711571594461,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,24,1,1,93.50457520828742,2264.3301195488943,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,6,1,0,91.23219862280249,576.4466721398776,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,1,1,1,0,19.91530252047449,19.91530252047449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,1,0,101.85652989174373,3661.0205189212384,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,54,0,1,105.4,5643.4,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
0,0,13,1,1,90.5,1201.15,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,1,1,1,86.05,86.05,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,4,1,1,79.96355861709601,343.77088026091127,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,29,1,1,99.05,2952.85,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
0,0,20,0,1,58.52496509145761,1164.934406386233,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,1,1,1,69.12248699212253,69.12248699212253,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,69.95,69.95,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,71.74413392324242,237.90458429637522,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,49,1,1,79.81200126286085,3816.828245841106,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,80.25,80.25,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,16,1,0,93.14959419539123,1575.2640854205092,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0
0,0,10,1,1,98.5,1058.25,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1,19.85,19.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,69.24178283325236,69.24178283325236,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,35.773445157217424,35.773445157217424,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,14,1,1,82.73424777518943,1214.8632481270702,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,26,1,0,99.39753922474605,2718.389090368294,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,6,1,1,84.4,556.35,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,20,1,0,93.6198943748788,1901.0890313445273,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,25,1,1,98.43660562044795,2514.838103357611,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,4,1,0,70.4,281.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,13,1,1,93.53668520625105,1211.7383922310905,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
0,0,4,1,0,80.55006937019402,302.39508208806296,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,70.22438032790951,70.22438032790951,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
1,0,14,0,0,101.32506308519487,1348.1386467486684,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,8,1,0,102.17468283287155,839.755283719808,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
1,1,1,1,0,50.45,50.45,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1
0,0,8,1,1,45.967846405284654,439.26328231668936,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,0,5,1,1,89.68241569279806,454.70592693961964,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,10,1,1,72.47270398285566,794.9202313490078,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
0,0,9,1,1,79.55,723.4,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,20.2,20.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,9,1,0,58.5,539.85,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1
1,0,6,1,1,84.13645703682373,475.60736106552133,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0,40,0,0,76.5884526858023,3163.3047598148246,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,1,1,1,70.21310504699701,70.21310504699701,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,23.762215802924118,23.762215802924118,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,21,1,1,81.30790908288073,1739.8428338825931,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,32,1,1,105.00052011424981,3413.3312316432052,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,34,1,1,97.40531836840039,3206.7997629384045,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,3,1,0,19.75,58.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,52,0,0,95.83282932454075,4997.1643820464415,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
0,0,1,1,1,20.15,20.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2,1,0,44.870668050331034,92.59722182863024,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,59,1,0,96.1094112994881,5743.140842623368,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,15,1,1,75.3916898113443,1136.6780040655078,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1
1,1,4,1,0,80.85,302.75,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,61,1,1,102.16093445522985,6225.106546579658,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1,33,0,1,93.8,3124.5,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,38,0,0,29.25566053797029,1040.8013318240182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,16,1,0,83.17772777374431,1397.5816151122083,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,55.0990126649654,55.0990126649654,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,71.9092160785419,221.62593826327375,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,40,1,1,101.3,4113.1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1,0,1,1,0,76.2,76.2,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,10,1,1,96.33160047729162,1051.3708617100135,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,4,1,1,93.5,362.2,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0
0,0,7,1,1,75.1,552.95,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0
1,1,72,0,1,103.4,7372.65,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,52,0,1,111.25,5916.45,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0
0,0,1,1,0,70.11584550264683,70.11584550264683,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1
1,0,41,0,1,73.0,3001.2,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,13,1,1,59.206760416134955,750.2581783378954,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,0,4,1,1,75.35864619803144,320.6133550744438,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,33,1,0,68.25,2171.15,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,1,35.3026966090539,35.3026966090539,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,14,1,1,86.1,1235.55,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,95.5574948855916,293.1596412394888,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,37,1,1,76.5,2868.15,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,2,1,0,79.93593464866122,143.93361656020036,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,1,29.565956329546758,95.26245091414121,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,14,1,1,64.7,941.0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
0,0,6,1,1,101.88352574373532,671.3750086207478,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1,75.09917413012593,75.09917413012593,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,1,1,0,80.32056034507737,80.32056034507737,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,0,3,1,0,74.73368628802329,216.22266929816283,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,4,1,1,99.6,347.65,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,22,1,0,58.67207906657776,1253.7229984560925,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,0,30,1,1,94.1,2804.45,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0
0,0,1,1,1,95.20052967561563,95.20052967561563,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
0,0,10,1,1,100.6,1060.2,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0
1,0,13,0,1,75.3,989.45,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1
1,0,11,1,0,19.95,214.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,65,0,1,93.43501801163826,6134.053077984327,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,1,1,1,100.25,100.25,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
0,0,1,1,1,44.2387326028079,44.2387326028079,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,25,1,1,96.90179819723403,2384.5064295035704,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
0,0,4,1,1,60.4,272.15,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1
0,0,9,1,0,47.90929295350496,439.7221265998041,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
1,0,1,1,0,40.2,40.2,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0
0,0,66,0,0,92.41262934271997,6130.166865613744,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0
0,0,3,1,0,87.04293691002107,272.9706208842131,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
0,0,60,0,1,104.43152832723779,6404.820288534745,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,35,0,1,102.35,3626.1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,4,1,0,51.75,201.1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,26,1,0,90.81823725398318,2461.454406865042,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1,0,3,1,1,75.15,216.75,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0
0,0,6,1,1,79.05,434.5,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0
0,0,25,1,1,99.5,2369.05,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0
0,0,8,1,1,92.1,729.95,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0
0,0,7,1,0,74.78902488426733,547.1451311729902,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,17,1,1,103.20643562349555,1743.3861540818589,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
0,0,3,1,1,54.67592721863189,169.46150275759953,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,20,0,0,79.9747727365876,1623.9017280754788,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
0,0,33,0,1,102.82653687474169,3467.746413943403,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,62,0,0,102.0,6529.25,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0
1,1,42,1,1,77.95,3384.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0
0,0,38,1,0,43.0904815335188,1385.3502965740952,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0,50,1,1,95.37000759418505,4891.562613387982,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
0,0,56,0,0,54.34614190179033,3022.0807871473144,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0,12,1,1,56.475074751454585,708.7906966368107,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,1,1,0,20.308371237616853,20.308371237616853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,6,0,0,43.72698187237985,270.39761975191453,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,25,1,1,90.27760705962531,2363.8281137685135,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0,26,1,1,93.89719671535613,2475.635949580469,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
0,0,2,1,1,71.90087971545877,146.28345729528994,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,18,0,0,80.75782589264162,1424.4418586954773,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,25,1,1,76.36935928537854,1835.4221173894161,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
0,0,1,1,1,44.00886888705082,44.00886888705082,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,9,1,1,77.65,714.15,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0
0,0,1,1,1,20.3,20.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3,1,0,19.799616798367538,58.15536482285446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,1,0,69.9544129881711,1025.2565232994202,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,47,0,1,83.4455183234238,4036.6914269777703,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
1,0,66,1,1,99.81326492432345,6850.48623633653,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
0,0,14,0,0,49.109915106647,679.5866096245427,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,1,1,0,19.45,19.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,7,1,1,79.3,523.15,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0
0,1,1,1,1,44.39812144548005,44.39812144548005,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,25,1,1,58.6,1502.65,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0
1,0,71,0,1,104.50018157065226,7690.024757863397,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
0,0,3,1,1,74.99335650186413,256.9863654757664,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
1,0,32,1,0,106.35,3520.75,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0
0,0,24,1,1,80.25,1861.5,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,31,1,1,75.87663910729329,2273.94536042516,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
0,0,45,1,1,100.74652432804339,4540.322684099753,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,0,3,1,1,99.49321015807413,301.2358834216169,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
0,0,13,1,1,85.60605033959878,1164.6212608289827,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
1,0,9,1,1,70.83170349304937,738.3938502318409,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
